; Composite MgII index V5  mark.weber@uni-bremen.de 20220213
;
;  1       N7/N9/N11 (Viereck 1999)   3892
;  2                        N7/SBUV     50
;  3                       N9/SBUV2      9
;  4                      N11/SBUV2     17
;  5                      N16/SBUV2    181
;  6                      N17/SBUV2      3
;  7                      N18/SBUV2      1
;  8      U/SOLSTICE (de Toma 1997)      0
;  9           U/SOLSTICE (classic)   1369
; 10                          SUSIM    109
  1980.31831 04 26 0.16911  5.66e-04   1
  1980.32104 04 27 0.16833  5.53e-04   1
  1980.32377 04 28 0.16847  1.82e-03  19
  1980.32650 04 29 0.16627  5.21e-04   1
  1980.32923 04 30 0.16490  5.00e-04   1
  1980.33197 05 01 0.16608  5.18e-04   1
  1980.33470 05 02 0.16832  1.81e-03  19
  1980.33743 05 03 0.16617  5.19e-04   1
  1980.34016 05 04 0.16745  5.39e-04   1
  1980.34290 05 05 0.16833  5.53e-04   1
  1980.34563 05 06 0.16887  1.85e-03  19
  1980.34836 05 07 0.16852  5.56e-04   1
  1980.35109 05 08 0.16901  5.64e-04   1
  1980.35383 05 09 0.17009  5.82e-04   1
  1980.35656 05 10 0.16891  1.85e-03  19
  1980.35929 05 11 0.16886  1.85e-03  19
  1980.36202 05 12 0.16877  1.84e-03  19
  1980.36475 05 13 0.16598  5.16e-04   1
  1980.36749 05 14 0.16851  1.83e-03  19
  1980.37022 05 15 0.16745  5.39e-04   1
  1980.37295 05 16 0.16823  5.51e-04   1
  1980.37568 05 17 0.16866  1.84e-03  19
  1980.37842 05 18 0.16913  1.87e-03  19
  1980.38115 05 19 0.16940  5.70e-04   1
  1980.38388 05 20 0.16989  5.78e-04   1
  1980.38661 05 21 0.17156  6.06e-04   1
  1980.38934 05 22 0.17390  6.47e-04   1
  1980.39208 05 23 0.17381  6.45e-04   1
  1980.39481 05 24 0.17464  2.27e-03  19
  1980.39754 05 25 0.17410  6.50e-04   1
  1980.40027 05 26 0.17482  2.28e-03  19
  1980.40301 05 27 0.17273  6.26e-04   1
  1980.40574 05 28 0.17214  6.16e-04   1
  1980.40847 05 29 0.17097  5.96e-04   1
  1980.41120 05 30 0.17012  1.94e-03  19
  1980.41393 05 31 0.16784  5.45e-04   1
  1980.41667 06 01 0.16598  5.16e-04   1
  1980.41940 06 02 0.16441  4.93e-04   1
  1980.42213 06 03 0.16539  1.61e-03  19
  1980.42486 06 04 0.16402  4.88e-04   1
  1980.42760 06 05 0.16441  4.93e-04   1
  1980.43033 06 06 0.16334  4.78e-04   1
  1980.43306 06 07 0.16442  1.54e-03  19
  1980.43579 06 08 0.16285  4.72e-04   1
  1980.43852 06 09 0.16392  4.86e-04   1
  1980.44126 06 10 0.16402  4.88e-04   1
  1980.44399 06 11 0.16515  1.59e-03  19
  1980.44672 06 12 0.16578  5.14e-04   1
  1980.44945 06 13 0.16705  5.33e-04   1
  1980.45219 06 14 0.16715  5.34e-04   1
  1980.45492 06 15 0.16704  1.72e-03  19
  1980.45765 06 16 0.16715  5.34e-04   1
  1980.46038 06 17 0.16882  5.61e-04   1
  1980.46311 06 18 0.16911  5.66e-04   1
  1980.46585 06 19 0.17025  1.95e-03  19
  1980.46858 06 20 0.17116  6.00e-04   1
  1980.47131 06 21 0.17156  6.06e-04   1
  1980.47404 06 22 0.17214  6.16e-04   1
  1980.47678 06 23 0.17214  6.16e-04   1
  1980.47951 06 24 0.17156  6.06e-04   1
  1980.48224 06 25 0.17058  5.90e-04   1
  1980.48497 06 26 0.16960  5.74e-04   1
  1980.48770 06 27 0.16920  1.87e-03  19
  1980.49044 06 28 0.16735  5.37e-04   1
  1980.49317 06 29 0.16608  5.18e-04   1
  1980.49590 06 30 0.16471  4.98e-04   1
  1980.49863 07 01 0.16414  1.53e-03  19
  1980.50137 07 02 0.16285  4.72e-04   1
  1980.50410 07 03 0.16216  4.63e-04   1
  1980.50683 07 04 0.16148  4.54e-04   1
  1980.50956 07 05 0.16186  1.37e-03  19
  1980.51230 07 06 0.16194  1.38e-03  19
  1980.51503 07 07 0.16167  4.56e-04   1
  1980.51776 07 08 0.16177  4.57e-04   1
  1980.52049 07 09 0.16291  1.44e-03  19
  1980.52322 07 10 0.16245  4.66e-04   1
  1980.52596 07 11 0.16324  4.77e-04   1
  1980.52869 07 12 0.16461  4.96e-04   1
  1980.53142 07 13 0.16682  1.71e-03  19
  1980.53415 07 14 0.16813  5.50e-04   1
  1980.53689 07 15 0.16970  5.75e-04   1
  1980.53962 07 16 0.17165  6.08e-04   1
  1980.54235 07 17 0.17228  2.09e-03  19
  1980.54508 07 18 0.17381  6.45e-04   1
  1980.54781 07 19 0.17478  6.62e-04   1
  1980.55055 07 20 0.17557  6.76e-04   1
  1980.55328 07 21 0.17546  6.79e-04   2
  1980.55601 07 22 0.17351  6.40e-04   1
  1980.55874 07 23 0.17195  6.13e-04   1
  1980.56148 07 24 0.17028  5.85e-04   1
  1980.56421 07 25 0.16955  5.83e-04   2
  1980.56694 07 26 0.16833  5.53e-04   1
  1980.56967 07 27 0.16735  5.37e-04   1
  1980.57240 07 28 0.16598  5.16e-04   1
  1980.57514 07 29 0.16578  5.27e-04   2
  1980.57787 07 30 0.16363  4.82e-04   1
  1980.58060 07 31 0.16285  4.72e-04   1
  1980.58333 08 01 0.16245  4.66e-04   1
  1980.58607 08 02 0.16180  4.76e-04   2
  1980.58880 08 03 0.16099  4.48e-04   1
  1980.59153 08 04 0.16040  4.40e-04   1
  1980.59426 08 05 0.16020  4.38e-04   1
  1980.59699 08 06 0.15989  4.54e-04   2
  1980.59973 08 07 0.16128  4.51e-04   1
  1980.60246 08 08 0.16285  4.72e-04   1
  1980.60519 08 09 0.16461  4.96e-04   1
  1980.60792 08 10 0.16483  5.14e-04   2
  1980.61066 08 11 0.16754  5.41e-04   1
  1980.61339 08 12 0.16882  5.61e-04   1
  1980.61612 08 13 0.17019  5.83e-04   1
  1980.61885 08 14 0.17021  5.93e-04   2
  1980.62158 08 15 0.17116  6.00e-04   1
  1980.62432 08 16 0.17156  6.06e-04   1
  1980.62705 08 17 0.17107  5.98e-04   1
  1980.62978 08 18 0.17126  6.09e-04   2
  1980.63251 08 19 0.16960  5.74e-04   1
  1980.63525 08 20 0.16862  5.58e-04   1
  1980.63798 08 21 0.16754  5.41e-04   1
  1980.64071 08 22 0.16705  5.45e-04   2
  1980.64344 08 23 0.16480  4.99e-04   1
  1980.64617 08 24 0.16412  4.89e-04   1
  1980.64891 08 25 0.16275  4.70e-04   1
  1980.65164 08 26 0.16210  4.79e-04   2
  1980.65437 08 27 0.16206  4.61e-04   1
  1980.65710 08 28 0.16245  4.66e-04   1
  1980.65984 08 29 0.16275  4.70e-04   1
  1980.66257 08 30 0.16328  4.94e-04   2
  1980.66530 08 31 0.16422  4.91e-04   1
  1980.66803 09 01 0.16490  5.00e-04   1
  1980.67077 09 02 0.16598  5.16e-04   1
  1980.67350 09 03 0.16639  5.36e-04   2
  1980.67623 09 04 0.16803  5.48e-04   1
  1980.67896 09 05 0.16852  5.56e-04   1
  1980.68169 09 06 0.16901  5.64e-04   1
  1980.68443 09 07 0.16943  5.81e-04   2
  1980.68716 09 08 0.16921  5.67e-04   1
  1980.68989 09 09 0.16872  5.59e-04   1
  1980.69262 09 10 0.16842  5.55e-04   1
  1980.69536 09 11 0.16927  5.78e-04   2
  1980.69809 09 12 0.16823  5.51e-04   1
  1980.70082 09 13 0.16784  5.45e-04   1
  1980.70355 09 14 0.16715  5.34e-04   1
  1980.70628 09 15 0.16673  5.41e-04   2
  1980.70902 09 16 0.16598  5.16e-04   1
  1980.71175 09 17 0.16539  5.08e-04   1
  1980.71448 09 18 0.16480  4.99e-04   1
  1980.71721 09 19 0.16433  5.07e-04   2
  1980.71995 09 20 0.16402  4.88e-04   1
  1980.72268 09 21 0.16334  4.78e-04   1
  1980.72541 09 22 0.16314  4.76e-04   1
  1980.72814 09 23 0.16319  4.93e-04   2
  1980.73087 09 24 0.16382  4.85e-04   1
  1980.73361 09 25 0.16441  4.93e-04   1
  1980.73634 09 26 0.16490  5.00e-04   1
  1980.73907 09 27 0.16517  5.19e-04   2
  1980.74180 09 28 0.16608  5.18e-04   1
  1980.74454 09 29 0.16686  5.30e-04   1
  1980.74727 09 30 0.16754  5.41e-04   1
  1980.75000 10 01 0.16760  5.53e-04   2
  1980.75273 10 02 0.16764  5.42e-04   1
  1980.75546 10 03 0.16764  5.42e-04   1
  1980.75820 10 04 0.16754  5.41e-04   1
  1980.76093 10 05 0.16717  5.47e-04   2
  1980.76366 10 06 0.16676  5.28e-04   1
  1980.76639 10 07 0.16696  5.31e-04   1
  1980.76913 10 08 0.16793  5.47e-04   1
  1980.77186 10 09 0.16836  5.65e-04   2
  1980.77459 10 10 0.16960  5.74e-04   1
  1980.77732 10 11 0.17028  5.85e-04   1
  1980.78005 10 12 0.17087  5.95e-04   1
  1980.78279 10 13 0.17143  6.12e-04   2
  1980.78552 10 14 0.17048  5.88e-04   1
  1980.78825 10 15 0.16970  5.75e-04   1
  1980.79098 10 16 0.16891  5.62e-04   1
  1980.79372 10 17 0.16745  5.39e-04   1
  1980.79645 10 18 0.16656  5.25e-04   1
  1980.79918 10 19 0.16627  5.21e-04   1
  1980.80191 10 20 0.16608  5.18e-04   1
  1980.80464 10 21 0.16652  5.38e-04   2
  1980.80738 10 22 0.16676  5.28e-04   1
  1980.81011 10 23 0.16637  5.22e-04   1
  1980.81284 10 24 0.16627  5.21e-04   1
  1980.81557 10 25 0.16659  5.39e-04   2
  1980.81831 10 26 0.16598  5.16e-04   1
  1980.82104 10 27 0.16627  5.21e-04   1
  1980.82377 10 28 0.16647  5.24e-04   1
  1980.82650 10 29 0.16624  5.34e-04   2
  1980.82923 10 30 0.16745  5.39e-04   1
  1980.83197 10 31 0.16813  5.50e-04   1
  1980.83470 11 01 0.16901  5.64e-04   1
  1980.83743 11 02 0.16832  1.81e-03  19
  1980.84016 11 03 0.17038  5.87e-04   1
  1980.84290 11 04 0.17067  5.91e-04   1
  1980.84563 11 05 0.17116  6.00e-04   1
  1980.84836 11 06 0.17214  6.24e-04   2
  1980.85109 11 07 0.17126  6.01e-04   1
  1980.85383 11 08 0.17097  5.96e-04   1
  1980.85656 11 09 0.17009  5.82e-04   1
  1980.85929 11 10 0.16959  5.83e-04   2
  1980.86202 11 11 0.16872  5.59e-04   1
  1980.86475 11 12 0.16725  5.36e-04   1
  1980.86749 11 13 0.16588  5.15e-04   1
  1980.87022 11 14 0.16547  5.23e-04   2
  1980.87295 11 15 0.16490  5.00e-04   1
  1980.87568 11 16 0.16471  4.98e-04   1
  1980.87842 11 17 0.16471  4.98e-04   1
  1980.88115 11 18 0.16476  5.13e-04   2
  1980.88388 11 19 0.16510  5.03e-04   1
  1980.88661 11 20 0.16578  5.14e-04   1
  1980.88934 11 21 0.16568  5.12e-04   1
  1980.89208 11 22 0.16355  1.49e-03  19
  1980.89481 11 23 0.16568  5.12e-04   1
  1980.89754 11 24 0.16519  5.05e-04   1
  1980.90027 11 25 0.16539  5.08e-04   1
  1980.90301 11 26 0.16433  1.54e-03  19
  1980.90574 11 27 0.16617  5.19e-04   1
  1980.90847 11 28 0.16696  5.31e-04   1
  1980.91120 11 29 0.16764  5.42e-04   1
  1980.91393 11 30 0.16812  1.80e-03  19
  1980.91667 12 01 0.17058  5.90e-04   1
  1980.91940 12 02 0.17136  6.03e-04   1
  1980.92213 12 03 0.17116  6.00e-04   1
  1980.92486 12 04 0.16901  1.86e-03  19
  1980.92760 12 05 0.17038  5.87e-04   1
  1980.93033 12 06 0.16891  5.62e-04   1
  1980.93306 12 07 0.16679  1.71e-03  19
  1980.93579 12 08 0.16637  1.68e-03  19
  1980.93852 12 09 0.16608  5.18e-04   1
  1980.94126 12 10 0.16627  5.21e-04   1
  1980.94399 12 11 0.16754  5.41e-04   1
  1980.94672 12 12 0.16817  1.80e-03  19
  1980.94945 12 13 0.16989  5.78e-04   1
  1980.95219 12 14 0.17116  6.00e-04   1
  1980.95492 12 15 0.17165  6.08e-04   1
  1980.95765 12 16 0.17228  2.10e-03  19
  1980.96038 12 17 0.17332  6.37e-04   1
  1980.96311 12 18 0.17283  6.28e-04   1
  1980.96585 12 19 0.17195  6.13e-04   1
  1980.96858 12 20 0.17162  2.05e-03  19
  1980.97131 12 21 0.17067  5.91e-04   1
  1980.97404 12 22 0.16930  5.69e-04   1
  1980.97678 12 23 0.16930  5.69e-04   1
  1980.97951 12 24 0.17023  1.95e-03  19
  1980.98224 12 25 0.16911  5.66e-04   1
  1980.98497 12 26 0.16950  5.72e-04   1
  1980.98770 12 27 0.16940  5.70e-04   1
  1980.99044 12 28 0.17072  1.98e-03  19
  1980.99317 12 29 0.17116  6.00e-04   1
  1980.99590 12 30 0.17116  6.00e-04   1
  1980.99863 12 31 0.17136  6.03e-04   1
  1981.00137 01 01 0.16926  1.88e-03  19
  1981.00411 01 02 0.16950  5.72e-04   1
  1981.00685 01 03 0.16901  5.64e-04   1
  1981.00959 01 04 0.16666  5.27e-04   1
  1981.01233 01 05 0.16550  1.62e-03  19
  1981.01507 01 06 0.16363  4.82e-04   1
  1981.01781 01 07 0.16334  4.78e-04   1
  1981.02055 01 08 0.16461  4.96e-04   1
  1981.02329 01 09 0.16422  1.53e-03  19
  1981.02603 01 10 0.16529  5.06e-04   1
  1981.02877 01 11 0.16666  5.27e-04   1
  1981.03151 01 12 0.16735  5.37e-04   1
  1981.03425 01 13 0.16466  1.56e-03  19
  1981.03699 01 14 0.16735  5.37e-04   1
  1981.03973 01 15 0.16608  5.18e-04   1
  1981.04247 01 16 0.16529  5.06e-04   1
  1981.04521 01 17 0.16448  1.55e-03  19
  1981.04795 01 18 0.16363  4.82e-04   1
  1981.05068 01 19 0.16343  4.80e-04   1
  1981.05342 01 20 0.16422  4.91e-04   1
  1981.05616 01 21 0.16478  1.57e-03  19
  1981.05890 01 22 0.16647  5.24e-04   1
  1981.06164 01 23 0.16735  5.37e-04   1
  1981.06438 01 24 0.16582  1.64e-03  19
  1981.06712 01 25 0.16635  1.68e-03  19
  1981.06986 01 26 0.16842  5.55e-04   1
  1981.07260 01 27 0.16823  5.51e-04   1
  1981.07534 01 28 0.16842  5.55e-04   1
  1981.07808 01 29 0.16810  1.80e-03  19
  1981.08082 01 30 0.16842  5.55e-04   1
  1981.08356 01 31 0.16862  5.58e-04   1
  1981.08630 02 01 0.16823  5.51e-04   1
  1981.08904 02 02 0.16890  1.85e-03  19
  1981.09178 02 03 0.16813  5.50e-04   1
  1981.09452 02 04 0.16803  5.48e-04   1
  1981.09726 02 05 0.16863  1.83e-03  19
  1981.10000 02 06 0.16826  1.81e-03  19
  1981.10274 02 07 0.16872  5.59e-04   1
  1981.10548 02 08 0.16774  5.44e-04   1
  1981.10822 02 09 0.16627  5.21e-04   1
  1981.11096 02 10 0.16674  1.70e-03  19
  1981.11370 02 11 0.16661  1.69e-03  19
  1981.11644 02 12 0.16637  5.22e-04   1
  1981.11918 02 13 0.16640  1.68e-03  19
  1981.12192 02 14 0.16629  1.67e-03  19
  1981.12466 02 15 0.16539  5.08e-04   1
  1981.12740 02 16 0.16568  5.12e-04   1
  1981.13014 02 17 0.16490  5.00e-04   1
  1981.13288 02 18 0.16560  1.62e-03  19
  1981.13562 02 19 0.16608  5.18e-04   1
  1981.13836 02 20 0.16608  5.18e-04   1
  1981.14110 02 21 0.16568  5.12e-04   1
  1981.14384 02 22 0.16695  1.72e-03  19
  1981.14658 02 23 0.16578  5.14e-04   1
  1981.14932 02 24 0.16637  5.22e-04   1
  1981.15205 02 25 0.16696  5.31e-04   1
  1981.15479 02 26 0.16901  1.86e-03  19
  1981.15753 02 27 0.16911  5.66e-04   1
  1981.16027 02 28 0.16911  5.66e-04   1
  1981.16301 03 01 0.16872  5.59e-04   1
  1981.16575 03 02 0.17117  2.01e-03  19
  1981.16849 03 03 0.16970  5.75e-04   1
  1981.17123 03 04 0.17048  5.88e-04   1
  1981.17397 03 05 0.17028  5.85e-04   1
  1981.17671 03 06 0.17186  2.06e-03  19
  1981.17945 03 07 0.16901  5.64e-04   1
  1981.18219 03 08 0.17111  2.01e-03  19
  1981.18493 03 09 0.16911  5.66e-04   1
  1981.18767 03 10 0.17025  1.95e-03  19
  1981.19041 03 11 0.16872  5.59e-04   1
  1981.19315 03 12 0.16872  5.59e-04   1
  1981.19589 03 13 0.16852  5.56e-04   1
  1981.19863 03 14 0.16870  1.84e-03  19
  1981.20137 03 15 0.16735  5.37e-04   1
  1981.20411 03 16 0.16771  1.77e-03  19
  1981.20685 03 17 0.16728  1.74e-03  19
  1981.20959 03 18 0.16697  1.72e-03  19
  1981.21233 03 19 0.16568  5.12e-04   1
  1981.21507 03 20 0.16647  5.24e-04   1
  1981.21781 03 21 0.16666  5.27e-04   1
  1981.22055 03 22 0.16700  1.72e-03  19
  1981.22329 03 23 0.16723  1.74e-03  19
  1981.22603 03 24 0.16911  5.66e-04   1
  1981.22877 03 25 0.16911  5.66e-04   1
  1981.23151 03 26 0.16833  1.81e-03  19
  1981.23425 03 27 0.16813  5.50e-04   1
  1981.23699 03 28 0.16891  5.62e-04   1
  1981.23973 03 29 0.16999  5.80e-04   1
  1981.24247 03 30 0.16988  1.92e-03  19
  1981.24521 03 31 0.17028  1.95e-03  19
  1981.24795 04 01 0.17048  5.88e-04   1
  1981.25068 04 02 0.17185  6.11e-04   1
  1981.25342 04 03 0.17171  2.05e-03  19
  1981.25616 04 04 0.17195  6.13e-04   1
  1981.25890 04 05 0.17283  6.28e-04   1
  1981.26164 04 06 0.17341  6.38e-04   1
  1981.26438 04 07 0.17327  2.17e-03  19
  1981.26712 04 08 0.17390  6.47e-04   1
  1981.26986 04 09 0.17430  6.54e-04   1
  1981.27260 04 10 0.17459  6.59e-04   1
  1981.27534 04 11 0.17339  2.18e-03  19
  1981.27808 04 12 0.17136  6.03e-04   1
  1981.28082 04 13 0.17048  5.88e-04   1
  1981.28356 04 14 0.16979  5.77e-04   1
  1981.28630 04 15 0.17173  2.05e-03  19
  1981.28904 04 16 0.16940  5.70e-04   1
  1981.29178 04 17 0.17048  5.88e-04   1
  1981.29452 04 18 0.17048  5.88e-04   1
  1981.29726 04 19 0.16945  1.89e-03  19
  1981.30000 04 20 0.17028  5.85e-04   1
  1981.30274 04 21 0.16823  5.51e-04   1
  1981.30548 04 22 0.16705  5.33e-04   1
  1981.30822 04 23 0.16779  1.78e-03  19
  1981.31096 04 24 0.16705  5.33e-04   1
  1981.31370 04 25 0.16686  5.30e-04   1
  1981.31644 04 26 0.16705  5.33e-04   1
  1981.31918 04 27 0.16794  1.79e-03  19
  1981.32192 04 28 0.16784  5.45e-04   1
  1981.32466 04 29 0.16891  5.62e-04   1
  1981.32740 04 30 0.16921  5.67e-04   1
  1981.33014 05 01 0.16971  1.91e-03  19
  1981.33288 05 02 0.17165  6.08e-04   1
  1981.33562 05 03 0.17263  6.25e-04   1
  1981.33836 05 04 0.17293  6.30e-04   1
  1981.34110 05 05 0.17253  2.11e-03  19
  1981.34384 05 06 0.17204  6.15e-04   1
  1981.34658 05 07 0.17204  6.15e-04   1
  1981.34932 05 08 0.17204  6.15e-04   1
  1981.35205 05 09 0.17076  1.99e-03  19
  1981.35479 05 10 0.16960  5.74e-04   1
  1981.35753 05 11 0.16852  5.56e-04   1
  1981.36027 05 12 0.16784  5.45e-04   1
  1981.36301 05 13 0.16866  1.84e-03  19
  1981.36575 05 14 0.16852  5.56e-04   1
  1981.36849 05 15 0.16833  5.53e-04   1
  1981.37123 05 16 0.16852  5.56e-04   1
  1981.37397 05 17 0.16705  1.72e-03  19
  1981.37671 05 18 0.16705  5.33e-04   1
  1981.37945 05 19 0.16510  5.03e-04   1
  1981.38219 05 20 0.16519  5.05e-04   1
  1981.38493 05 21 0.16515  5.18e-04   2
  1981.38767 05 22 0.16559  5.11e-04   1
  1981.39041 05 23 0.16451  4.95e-04   1
  1981.39315 05 24 0.16500  5.02e-04   1
  1981.39589 05 25 0.16510  1.59e-03  19
  1981.39863 05 26 0.16637  5.22e-04   1
  1981.40137 05 27 0.16715  5.34e-04   1
  1981.40411 05 28 0.16842  5.55e-04   1
  1981.40685 05 29 0.16544  1.61e-03  19
  1981.40959 05 30 0.16745  5.39e-04   1
  1981.41233 05 31 0.16578  5.14e-04   1
  1981.41507 06 01 0.16500  5.02e-04   1
  1981.41781 06 02 0.16361  1.49e-03  19
  1981.42055 06 03 0.16392  4.86e-04   1
  1981.42329 06 04 0.16334  4.78e-04   1
  1981.42603 06 05 0.16236  4.65e-04   1
  1981.42877 06 06 0.16195  1.38e-03  19
  1981.43151 06 07 0.16294  4.73e-04   1
  1981.43425 06 08 0.16314  4.76e-04   1
  1981.43699 06 09 0.16334  4.78e-04   1
  1981.43973 06 10 0.16260  1.42e-03  19
  1981.44247 06 11 0.16451  4.95e-04   1
  1981.44521 06 12 0.16412  4.89e-04   1
  1981.44795 06 13 0.16471  4.98e-04   1
  1981.45068 06 14 0.16384  1.51e-03  19
  1981.45342 06 15 0.16461  4.96e-04   1
  1981.45616 06 16 0.16500  5.02e-04   1
  1981.45890 06 17 0.16608  5.18e-04   1
  1981.46164 06 18 0.16494  1.58e-03  19
  1981.46438 06 19 0.16549  5.09e-04   1
  1981.46712 06 20 0.16392  4.86e-04   1
  1981.46986 06 21 0.16480  4.99e-04   1
  1981.47260 06 22 0.16445  1.55e-03  19
  1981.47534 06 23 0.16490  5.00e-04   1
  1981.47808 06 24 0.16480  4.99e-04   1
  1981.48082 06 25 0.16471  4.98e-04   1
  1981.48356 06 26 0.16463  5.11e-04   2
  1981.48630 06 27 0.16598  5.16e-04   1
  1981.48904 06 28 0.16510  5.03e-04   1
  1981.49178 06 29 0.16559  5.11e-04   1
  1981.49452 06 30 0.16473  1.57e-03  19
  1981.49726 07 01 0.16412  4.89e-04   1
  1981.50000 07 02 0.16382  4.85e-04   1
  1981.50274 07 03 0.16314  4.76e-04   1
  1981.50548 07 04 0.16275  4.87e-04   2
  1981.50822 07 05 0.16216  4.63e-04   1
  1981.51096 07 06 0.16157  4.55e-04   1
  1981.51370 07 07 0.16118  4.50e-04   1
  1981.51644 07 08 0.16097  4.66e-04   2
  1981.51918 07 09 0.16177  4.57e-04   1
  1981.52192 07 10 0.16334  4.78e-04   1
  1981.52466 07 11 0.16461  4.96e-04   1
  1981.52740 07 12 0.16468  5.12e-04   2
  1981.53014 07 13 0.16686  5.30e-04   1
  1981.53288 07 14 0.16754  5.41e-04   1
  1981.53562 07 15 0.16803  5.48e-04   1
  1981.53836 07 16 0.16802  5.59e-04   2
  1981.54110 07 17 0.16793  5.47e-04   1
  1981.54384 07 18 0.16735  5.37e-04   1
  1981.54658 07 19 0.16735  5.37e-04   1
  1981.54932 07 20 0.16720  5.47e-04   2
  1981.55205 07 21 0.16549  5.09e-04   1
  1981.55479 07 22 0.16608  5.18e-04   1
  1981.55753 07 23 0.16754  5.41e-04   1
  1981.56027 07 24 0.16838  5.65e-04   2
  1981.56301 07 25 0.16901  5.64e-04   1
  1981.56575 07 26 0.16911  5.66e-04   1
  1981.56849 07 27 0.16891  5.62e-04   1
  1981.57123 07 28 0.16961  1.90e-03  19
  1981.57397 07 29 0.16764  5.42e-04   1
  1981.57671 07 30 0.16705  5.33e-04   1
  1981.57945 07 31 0.16539  5.08e-04   1
  1981.58219 08 01 0.16471  5.13e-04   2
  1981.58493 08 02 0.16304  4.74e-04   1
  1981.58767 08 03 0.16148  4.54e-04   1
  1981.59041 08 04 0.16108  4.49e-04   1
  1981.59315 08 05 0.16042  4.60e-04   2
  1981.59589 08 06 0.16167  4.56e-04   1
  1981.59863 08 07 0.16275  4.70e-04   1
  1981.60137 08 08 0.16334  4.78e-04   1
  1981.60411 08 09 0.16431  5.07e-04   2
  1981.60685 08 10 0.16539  5.08e-04   1
  1981.60959 08 11 0.16686  5.30e-04   1
  1981.61233 08 12 0.16754  5.41e-04   1
  1981.61507 08 13 0.16750  5.52e-04   2
  1981.61781 08 14 0.16793  5.47e-04   1
  1981.62055 08 15 0.16803  5.48e-04   1
  1981.62329 08 16 0.16764  5.42e-04   1
  1981.62603 08 17 0.16796  5.59e-04   2
  1981.62877 08 18 0.16979  5.77e-04   1
  1981.63151 08 19 0.17107  5.98e-04   1
  1981.63425 08 20 0.17283  6.28e-04   1
  1981.63699 08 21 0.17336  6.43e-04   2
  1981.63973 08 22 0.17430  6.54e-04   1
  1981.64247 08 23 0.17498  6.66e-04   1
  1981.64521 08 24 0.17508  6.68e-04   1
  1981.64795 08 25 0.17527  6.75e-04   2
  1981.65068 08 26 0.17488  6.64e-04   1
  1981.65342 08 27 0.17400  6.49e-04   1
  1981.65616 08 28 0.17302  6.32e-04   1
  1981.65890 08 29 0.17243  6.28e-04   2
  1981.66164 08 30 0.17136  6.03e-04   1
  1981.66438 08 31 0.17126  6.01e-04   1
  1981.66712 09 01 0.17185  6.11e-04   1
  1981.66986 09 02 0.17197  6.21e-04   2
  1981.67260 09 03 0.17195  6.13e-04   1
  1981.67534 09 04 0.17146  6.05e-04   1
  1981.67808 09 05 0.17175  6.10e-04   1
  1981.68082 09 06 0.17245  6.29e-04   2
  1981.68356 09 07 0.17283  6.28e-04   1
  1981.68630 09 08 0.17283  6.28e-04   1
  1981.68904 09 09 0.17224  6.18e-04   1
  1981.69178 09 10 0.17134  6.11e-04   2
  1981.69452 09 11 0.17019  5.83e-04   1
  1981.69726 09 12 0.16921  5.67e-04   1
  1981.70000 09 13 0.16921  5.67e-04   1
  1981.70274 09 14 0.16965  5.84e-04   2
  1981.70548 09 15 0.16960  5.74e-04   1
  1981.70822 09 16 0.17019  5.83e-04   1
  1981.71096 09 17 0.17028  5.85e-04   1
  1981.71370 09 18 0.17026  5.94e-04   2
  1981.71644 09 19 0.17097  5.96e-04   1
  1981.71918 09 20 0.17058  5.90e-04   1
  1981.72192 09 21 0.17097  5.96e-04   1
  1981.72466 09 22 0.16996  1.93e-03  19
  1981.72740 09 23 0.17009  5.82e-04   1
  1981.73014 09 24 0.16960  5.74e-04   1
  1981.73288 09 25 0.16891  5.62e-04   1
  1981.73562 09 26 0.16893  1.86e-03  19
  1981.73836 09 27 0.16999  5.80e-04   1
  1981.74110 09 28 0.17058  5.90e-04   1
  1981.74384 09 29 0.17067  5.91e-04   1
  1981.74658 09 30 0.17063  1.98e-03  19
  1981.74932 10 01 0.17126  6.01e-04   1
  1981.75205 10 02 0.17204  6.15e-04   1
  1981.75479 10 03 0.17234  6.20e-04   1
  1981.75753 10 04 0.17066  1.98e-03  19
  1981.76027 10 05 0.17136  6.03e-04   1
  1981.76301 10 06 0.17175  6.10e-04   1
  1981.76575 10 07 0.17028  5.85e-04   1
  1981.76849 10 08 0.16966  1.91e-03  19
  1981.77123 10 09 0.16784  5.45e-04   1
  1981.77397 10 10 0.16784  5.45e-04   1
  1981.77671 10 11 0.16676  5.28e-04   1
  1981.77945 10 12 0.17070  1.98e-03  19
  1981.78219 10 13 0.16764  5.42e-04   1
  1981.78493 10 14 0.16950  5.72e-04   1
  1981.78767 10 15 0.17009  5.82e-04   1
  1981.79041 10 16 0.17386  2.21e-03  19
  1981.79315 10 17 0.17204  6.15e-04   1
  1981.79589 10 18 0.17204  6.15e-04   1
  1981.79863 10 19 0.17175  6.10e-04   1
  1981.80137 10 20 0.17206  2.08e-03  19
  1981.80411 10 21 0.16999  5.80e-04   1
  1981.80685 10 22 0.16872  5.59e-04   1
  1981.80959 10 23 0.16823  5.51e-04   1
  1981.81233 10 24 0.16805  1.79e-03  19
  1981.81507 10 25 0.16793  5.47e-04   1
  1981.81781 10 26 0.16803  5.48e-04   1
